date,strategy,spy
2021-01-08,1.0,1.0
2021-01-11,0.9950201165419824,0.9932591741635882
2021-01-12,1.022839706895016,0.9934689695006729
2021-01-13,1.0151891866750007,0.9961443603235315
2021-01-14,1.036111636994346,0.9926558824979621
2021-01-15,1.0128328911866005,0.985416782730474
2021-01-19,1.018448450595745,0.9931542364730436
2021-01-20,1.0023315079577344,1.0068981923502267
2021-01-21,0.9766599110612924,1.0078161369994771
2021-01-22,1.040180364984014,1.0042490559610053
2021-01-25,1.052104605052035,1.0082096333280186
2021-01-26,1.1400324208578374,1.0066358881458675
2021-01-27,1.2543524123007515,0.9820332425954497
2021-01-28,1.2352096855110495,0.9904789256941898
2021-01-29,1.296675442306303,0.9706499445134958
2021-02-01,1.3166938140425308,0.9868069069651733
2021-02-02,1.247200454462561,1.0007605781354358
2021-02-03,1.2707058366213269,1.001547490748514
2021-02-04,1.2278488740182727,1.0129307888304675
2021-02-05,1.2820742136558596,1.0169175405871134
2021-02-08,1.3149803633240034,1.0242616580891513
2021-02-09,1.297701808533404,1.023579683166618
2021-02-10,1.3061848301496368,1.0231337580148065
2021-02-11,1.313089579515951,1.0247861864538652
2021-02-12,1.3296607211290858,1.0298484094615858
2021-02-16,1.3067090066186455,1.0289565591579628
2021-02-17,1.3073426484401778,1.0291926889726897
2021-02-18,1.2528537819071097,1.0248124408875023
2021-02-19,1.2897315276666612,1.023002645934629
2021-02-22,1.3000951046478777,1.0151340000678775
2021-02-23,1.2799340213969221,1.0163667577887618
2021-02-24,1.313366298040791,1.0275664349232634
2021-02-25,1.271614876513471,1.002806422859031
2021-02-26,1.283653063242019,0.9976393422047706
2021-03-01,1.3381503491934337,1.0218223170370144
2021-03-02,1.327741895423306,1.013848813523723
2021-03-03,1.3255973428246237,1.000419670718174
2021-03-04,1.3103963553455027,0.9880396646860579
2021-03-05,1.336357787148654,1.0062162174276932
2021-03-08,1.4231428425865262,1.0012065032872473
2021-03-09,1.4312733801855406,1.0155012419627816
2021-03-10,1.4754804523863831,1.0218223170370144
2021-03-11,1.5097468136595527,1.0321827327791726
2021-03-12,1.5434163803228704,1.0335728570138718
2021-03-15,1.5464368087848286,1.039736645618295
2021-03-16,1.5132624420978533,1.038425204640503
2021-03-17,1.5191369151257188,1.0419661112893426
2021-03-18,1.4780864557151272,1.0268058567878275
2021-03-19,1.49837517997807,1.0215600928766597
2021-03-22,1.475100781536036,1.0297172173374036
2021-03-23,1.4070783134940643,1.0216125216999299
2021-03-24,1.3340235006620123,1.016419186612032
2021-03-25,1.4259954899037395,1.0221371301086488
2021-03-26,1.4080921065608885,1.0386088255879555
2021-03-29,1.3786876290761634,1.0380842171792368
2021-03-30,1.4263056848634246,1.0353302231434758
2021-03-31,1.4121674763467613,1.039526770237206
2021-04-01,1.4224663046595334,1.0507527018053449
2021-04-05,1.4311342876899105,1.0658342730499524
2021-04-06,1.4310432363841445,1.0652048069946938
2021-04-07,1.4173274825512994,1.0664375647155786
2021-04-08,1.4083240371271126,1.0714997076792945
2021-04-09,1.4055034132274298,1.0792896702891388
2021-04-12,1.4023695952505035,1.0796831666176803
2021-04-13,1.3922121306479462,1.082883005761248
2021-04-14,1.403322090801263,1.0791848126425991
2021-04-15,1.4181469627648,1.090777906061637
2021-04-16,1.4206760090838189,1.094423750401021
2021-04-19,1.416506728892482,1.0890467943656712
2021-04-20,1.3990723099351294,1.0810732908523797
2021-04-21,1.4165547348687235,1.0913025144703559
2021-04-22,1.4049250803469786,1.081335515012734
2021-04-23,1.422990103815325,1.0930598005559544
2021-04-26,1.4191247650383825,1.0953416950502717
2021-04-27,1.426389121357848,1.0951056452795496
2021-04-28,1.4282337658833872,1.0947909122519204
2021-04-29,1.4339696247725573,1.1017677878590542
2021-04-30,1.4131438964028442,1.094528608047561
2021-05-03,1.4207320283199536,1.0968892658427907
2021-05-04,1.4254269807168465,1.0901221855727412
2021-05-05,1.4308716848199496,1.090463173034008
2021-05-06,1.4249778838239375,1.099171160337108
2021-05-07,1.4400881045673684,1.1071709182840366
2021-05-10,1.386325115022713,1.0962072909202571
2021-05-11,1.3759154086866974,1.0864239124100872
2021-05-12,1.3330926216516414,1.0633425832185508
2021-05-13,1.3346407481793177,1.076116005535204
2021-05-14,1.3558796357176313,1.0926401298377804
2021-05-17,1.3721068455808854,1.0898598813683817
2021-05-18,1.3404895668656556,1.0804699991867535
2021-05-19,1.3109623504683312,1.0776372418500801
2021-05-20,1.3082474134594335,1.0892304153131231
2021-05-21,1.3208821426470279,1.0883386450535053
2021-05-24,1.3217181506776117,1.0994334645414672
2021-05-25,1.317382763969485,1.0969941234893303
2021-05-26,1.357962033128647,1.099171160337108
2021-05-27,1.3901724136290603,1.0997481975690966
2021-05-28,1.3683309824041268,1.1017153590357847
2021-06-01,1.4169920118441959,1.1007449055192593
2021-06-02,1.4496109826066914,1.10247593717122
2021-06-03,1.4268092676706756,1.0983842477240298
2021-06-04,1.436719766236921,1.1084299304385588
2021-06-07,1.4841963364813833,1.1073545392314887
2021-06-08,1.4810870484811156,1.1075905890022106
2021-06-09,1.4556121552788472,1.105938160563152
2021-06-10,1.4699996866717877,1.111078986783775
2021-06-11,1.4832726012292898,1.1129150361702858
2021-06-14,1.4926529897495595,1.1154068060456923
2021-06-15,1.4962558565819846,1.1133609613220972
2021-06-16,1.5038457692951408,1.107144663850399
2021-06-17,1.5047107030720597,1.1067775019994999
2021-06-18,1.4947626261536566,1.0882862162302354
2021-06-21,1.5188783587383083,1.103866061405919
2021-06-22,1.5396547909787206,1.1097675458059828
2021-06-23,1.5581915827770358,1.1084299304385583
2021-06-24,1.5718690475833466,1.114987135327518
2021-06-25,1.5740981798603526,1.1189476326505265
2021-06-28,1.5783070324278166,1.1212033527552112
2021-06-29,1.5978905081918566,1.1218066444208374
2021-06-30,1.6001986706509417,1.122750843503725
2021-07-01,1.6131489432733808,1.1289670609314182
2021-07-02,1.6112112874798838,1.1375963649776106
2021-07-06,1.6028248954461322,1.135524265820378
2021-07-07,1.5880851287787332,1.139537272010661
2021-07-08,1.573184669360716,1.1302523275195775
2021-07-09,1.5862925281846905,1.1423175204800595
2021-07-12,1.5801930111174416,1.14640920992725
2021-07-13,1.5564879056208605,1.1425011414275117
2021-07-14,1.5235511172808829,1.14420599868984
2021-07-15,1.4957570938443028,1.1402979301901017
2021-07-16,1.4906522527695705,1.13135389311628
2021-07-19,1.4957839793373298,1.1146461478662515
2021-07-20,1.5286477674472283,1.130619489370477
2021-07-21,1.543938782240702,1.1397733217813832
2021-07-22,1.5631048034067874,1.1421601539662454
2021-07-23,1.5729178571368034,1.153910693943103
2021-07-26,1.5887020764949396,1.1567433712357715
2021-07-27,1.5773727303104466,1.1514714329349711
2021-07-28,1.5809476714952748,1.1509992533495224
2021-07-29,1.5858022244836854,1.1557729177192464
2021-07-30,1.5912777544331054,1.1501599919571794
2021-08-02,1.5787424393002882,1.1477469053386802
2021-08-03,1.6029516152514138,1.1570843586970383
2021-08-04,1.5778962630975384,1.1513927496780643
2021-08-05,1.5756218982067658,1.158684358312827
2021-08-06,1.583840548746466,1.16059901091224
2021-08-09,1.5777876577590115,1.1596548118293522
2021-08-10,1.5908605828725417,1.1610973648873215
2021-08-11,1.5844562949072072,1.1639825510472648
2021-08-12,1.5901527993411826,1.1674709488288293
2021-08-13,1.5863268799713535,1.1695955568533365
2021-08-16,1.566333466819578,1.1723495508890978
2021-08-17,1.5529307317372383,1.1646645259697979
2021-08-18,1.539001863398927,1.1519172780427775
2021-08-19,1.5354791058258712,1.1537008185620132
